#rho	 Pc
 1.740284732548541E-01 -2.649526457539882E+06
 1.758419783683481E-01 -2.783652766836443E+06
 1.776743815433784E-01 -2.924073608810063E+06
 1.795258797116923E-01 -3.071060245185075E+06
 1.813966718572103E-01 -3.224894609470872E+06
 1.832869590374125E-01 -3.385869660321004E+06
 1.851969444049470E-01 -3.554289737584693E+06
 1.871268332294614E-01 -3.730470948123514E+06
 1.890768329196648E-01 -3.914741560624494E+06
 1.910471530456187E-01 -4.107442410970259E+06
 1.930380053612587E-01 -4.308927316605290E+06
 1.950496038271525E-01 -4.519563500671114E+06
 1.970821646334955E-01 -4.739732023019167E+06
 1.991359062233438E-01 -4.969828179550582E+06
 2.012110493160918E-01 -5.210262402159506E+06
 2.033078169311928E-01 -5.461461610451656E+06
 2.054264344121268E-01 -5.723869445638908E+06
 2.075671294506202E-01 -5.997946094795842E+06
 2.097301321111144E-01 -6.284168788362003E+06
 2.119156748554919E-01 -6.583032350241398E+06
 2.141239925680606E-01 -6.895049744157510E+06
 2.163553225807953E-01 -7.220752631081070E+06
 2.186099046988449E-01 -7.560691936669638E+06
 2.208879812263062E-01 -7.915438422715686E+06
 2.231897969922623E-01 -8.285583147234434E+06
 2.255155993770961E-01 -8.671739064837296E+06
 2.278656383390775E-01 -9.074544298365366E+06
 2.302401664412249E-01 -9.494662456784043E+06
 2.326394388784508E-01 -9.932781239306342E+06
 2.350637135049864E-01 -1.038961296504348E+07
 2.375132508620939E-01 -1.086589537214052E+07
 2.399883142060688E-01 -1.136239237269544E+07
 2.424891695365306E-01 -1.187989482029651E+07
 2.450160856250111E-01 -1.241922128937763E+07
 2.475693340438405E-01 -1.298121885830768E+07
 2.501491891953325E-01 -1.356676364092528E+07
 2.527559283412753E-01 -1.417676332862591E+07
 2.553898316327303E-01 -1.481216433072058E+07
 2.580511821401385E-01 -1.547395285093728E+07
 2.607402658837453E-01 -1.616315084655207E+07
 2.634573718643368E-01 -1.688081628859353E+07
 2.662027920943008E-01 -1.762804442803290E+07
 2.689768216290105E-01 -1.840596891477884E+07
 2.717797585985331E-01 -1.921576293578930E+07
 2.746119042396707E-01 -2.005864037282883E+07
 2.774735629283365E-01 -2.093585697650155E+07
 2.803650422122640E-01 -2.184871123709036E+07
 2.832866528440615E-01 -2.279854727255778E+07
 2.862387088146094E-01 -2.378676484045802E+07
 2.892215273868036E-01 -2.481482226083970E+07
 2.922354291296547E-01 -2.588423080113062E+07
 2.952807379527383E-01 -2.699655453540635E+07
 2.983577811410063E-01 -2.815341227264291E+07
 3.014668893899627E-01 -2.935647923249717E+07
 3.046083968412016E-01 -3.060748875431091E+07
 3.077826411183189E-01 -3.190823404024243E+07
 3.109899633631988E-01 -3.326056992707584E+07
 3.142307082726745E-01 -3.466641390047100E+07
 3.175052241355745E-01 -3.612775108751686E+07
 3.208138628701552E-01 -3.764666196069813E+07
 3.241569800619196E-01 -3.922533333893110E+07
 3.275349350018341E-01 -4.086603991975938E+07
 3.309480907249434E-01 -4.257113983201756E+07
 3.343968140493835E-01 -4.434307870346588E+07
 3.378814756158078E-01 -4.618439285270597E+07
 3.414024499272175E-01 -4.809771256227356E+07
 3.449601153892115E-01 -5.008576546340559E+07
 3.485548543506555E-01 -5.215138004020795E+07
 3.521870531447713E-01 -5.429748987387386E+07
 3.558571021306579E-01 -5.652713578477016E+07
 3.595653957352455E-01 -5.884344501421165E+07
 3.633123324956828E-01 -6.124962211006810E+07
 3.670983151021695E-01 -6.374897258178779E+07
 3.709237504412356E-01 -6.634491605305417E+07
 3.747890496394675E-01 -6.904098853997077E+07
 3.786946281076955E-01 -7.184084581936672E+07
 3.826409055856362E-01 -7.474826692222121E+07
 3.866283061870037E-01 -7.776715769023091E+07
 3.906572584450913E-01 -8.090155439537632E+07
 3.947281953588241E-01 -8.415562190416372E+07
 3.988415544392955E-01 -8.753366227341953E+07
 4.029977777567889E-01 -9.104039592113601E+07
 4.071973119882845E-01 -9.468117092631820E+07
 4.114406084654667E-01 -9.846175061106597E+07
 4.157281232232301E-01 -1.023881783697649E+08
 4.200603170486885E-01 -1.064668072503373E+08
 4.244376555306969E-01 -1.107043192211528E+08
 4.288606091098917E-01 -1.151077443191682E+08
 4.333296531292455E-01 -1.196844809597474E+08
 4.378452678851577E-01 -1.244423174801352E+08
 4.424079386790691E-01 -1.293894733791366E+08
 4.470181558696195E-01 -1.345346499404824E+08
 4.516764149253492E-01 -1.398858640276166E+08
 4.563832164779449E-01 -1.454492891657909E+08
 4.611390663760445E-01 -1.512301824288174E+08
 4.659444757396040E-01 -1.572337344931489E+08
 4.707999610148246E-01 -1.634649919095788E+08
 4.757060440296585E-01 -1.699288147984861E+08
 4.806632520498912E-01 -1.766298410161241E+08
 4.856721178358051E-01 -1.835724470767856E+08
 4.907331796994399E-01 -1.907607055968412E+08
 4.958469815624423E-01 -1.981982686537078E+08
 5.010140730145239E-01 -2.058879857755281E+08
 5.062350093725287E-01 -2.138378042435119E+08
 5.115103517401099E-01 -2.220685512264975E+08
 5.168406670680350E-01 -2.306096999494886E+08
 5.222265282151184E-01 -2.394937381605507E+08
 5.276685140097847E-01 -2.487565796367781E+08
 5.331672093122773E-01 -2.584379555947104E+08
 5.387232050775176E-01 -2.685817445624827E+08
 5.443370984186099E-01 -2.792363268272044E+08
 5.500094926710207E-01 -2.904549651112287E+08
 5.557409974574155E-01 -3.022964579584484E+08
 5.615322287531775E-01 -3.148279155736563E+08
 5.673838089526103E-01 -3.280978175549167E+08
 5.732963669358229E-01 -3.420888881083779E+08
 5.792705381363197E-01 -3.567351287368639E+08
 5.853069646092927E-01 -3.719571208588262E+08
 5.914062951006210E-01 -3.876613335504677E+08
 5.975691851165945E-01 -4.037379675398483E+08
 6.037962969943641E-01 -4.200593707879474E+08
 6.100882999731211E-01 -4.364783308685040E+08
 6.164458702660224E-01 -4.528262354630697E+08
 6.228696911328675E-01 -4.689102807648298E+08
 6.293604529535244E-01 -4.844974619721954E+08
 6.359188533021312E-01 -4.994350792684525E+08
 6.425455970220618E-01 -5.139318710627983E+08
 6.492413963016774E-01 -5.285033971478923E+08
 6.560069707508706E-01 -5.437571222437173E+08
 6.628430474783970E-01 -5.603855223925675E+08
 6.697503611700224E-01 -5.791800723743812E+08
 6.767296541674829E-01 -6.010405232494867E+08
 6.837816765482606E-01 -6.269848832326552E+08
 6.909071862061986E-01 -6.581601591334691E+08
 6.981069489329558E-01 -6.958563847852341E+08
 7.053817385003015E-01 -7.415929736665926E+08
 7.127323367432815E-01 -7.966097073698230E+08
 7.201595336442372E-01 -8.602471724930725E+08
 7.276641274177090E-01 -9.300132258831584E+08
 7.352469245962243E-01 -1.002848578424016E+09
 7.429087401169717E-01 -1.075248950770422E+09
 7.506503974093877E-01 -1.143178414766631E+09
 7.584727284836521E-01 -1.202018694727739E+09
 7.663765740201040E-01 -1.246514766844588E+09
 7.743627834595906E-01 -1.270716291098540E+09
 7.824322150947630E-01 -1.267907793235222E+09
 7.905857361623120E-01 -1.230174905089954E+09
 7.988242229361748E-01 -1.150425071550905E+09
 8.071485608217127E-01 -1.031491300928697E+09
 8.155596444508599E-01 -8.871360681309755E+08
 8.240583777782798E-01 -7.348166590344393E+08
 8.326456741785077E-01 -5.944278000244422E+08
 8.413224565441149E-01 -4.888419938308841E+08
 8.500896573848978E-01 -4.441950506907132E+08
 8.589482189280903E-01 -4.901902422365094E+08
 8.678990932196285E-01 -6.604257388033657E+08
 8.769432422264738E-01 -9.927572690230911E+08
 8.860816379399891E-01 -1.530775934861474E+09
 8.953152624804053E-01 -2.319253364329891E+09
 9.046451082023735E-01 -3.372106760474819E+09
 9.140721778016093E-01 -4.663973200140314E+09
 9.235974844226603E-01 -6.156287527941214E+09
 9.332220517677861E-01 -7.804466594372555E+09
 9.429469142069783E-01 -9.555994965380001E+09
 9.527731168891312E-01 -1.134960816143357E+10
 9.627017158543579E-01 -1.311443983228532E+10
 9.727337781474890E-01 -1.476910229217905E+10
 9.828703819327531E-01 -1.622067876355732E+10
 9.931126166096421E-01 -1.735937716624007E+10
 1.003461582929995E+00 -1.807130512289342E+10
 1.013918393116299E+00 -1.839326296246127E+10
 1.024484170981219E+00 -1.858065747038741E+10
 1.035160052048378E+00 -1.884510289474895E+10
 1.045947183674393E+00 -1.917991394827375E+10
 1.056846725172182E+00 -1.950702499013837E+10
 1.067859847935561E+00 -1.981484633078999E+10
 1.078987735565134E+00 -2.012724721075863E+10
 1.090231583995494E+00 -2.045211857415567E+10
 1.101592601623760E+00 -2.078313896499140E+10
 1.113072009439436E+00 -2.111670098596837E+10
 1.124671041155638E+00 -2.145425763414040E+10
 1.136390943341687E+00 -2.179731956215573E+10
 1.148232975557074E+00 -2.214575258837437E+10
 1.160198410486826E+00 -2.249909144470216E+10
 1.172288534078293E+00 -2.285735908109340E+10
 1.184504645679341E+00 -2.322077657865700E+10
 1.196848058178002E+00 -2.358943619386729E+10
 1.209320098143570E+00 -2.396334290688649E+10
 1.221922105969166E+00 -2.434252882446404E+10
 1.234655436015804E+00 -2.472705848889758E+10
 1.247521456757932E+00 -2.511699308568119E+10
 1.260521550930515E+00 -2.551238228540259E+10
 1.273657115677637E+00 -2.591327409381309E+10
 1.286929562702653E+00 -2.631971956926166E+10
 1.300340318419908E+00 -2.673177013421437E+10
 1.313890824108041E+00 -2.714947570603367E+10
 1.327582536064873E+00 -2.757288492383637E+10
 1.341416925763927E+00 -2.800204599096437E+10
 1.355395480012563E+00 -2.843700646965055E+10
 1.369519701111772E+00 -2.887781301944633E+10
 1.383791107017631E+00 -2.932451130515920E+10
 1.398211231504439E+00 -2.977714592306950E+10
 1.412781624329552E+00 -3.023576048465134E+10
 1.427503851399947E+00 -3.070039733301974E+10
 1.442379494940502E+00 -3.117109766736626E+10
 1.457410153664047E+00 -3.164790123107096E+10
 1.472597442943184E+00 -3.213084644669827E+10
 1.487942994983883E+00 -3.261997013691956E+10
 1.503448459000906E+00 -3.311530755930303E+10
 1.519115501395056E+00 -3.361689223924125E+10
 1.534945805932252E+00 -3.412475585748723E+10
 1.550941073924508E+00 -3.463892822688870E+10
 1.567103024412754E+00 -3.515943702148305E+10
 1.583433394351599E+00 -3.568630787646321E+10
 1.599933938796006E+00 -3.621956400731494E+10
 1.616606431089897E+00 -3.675922635682361E+10
 1.633452663056751E+00 -3.730531320110372E+10
 1.650474445192170E+00 -3.785784023522240E+10
 1.667673606858457E+00 -3.841682026912068E+10
 1.685051996481215E+00 -3.898226316223053E+10
 1.702611481748014E+00 -3.955417567535506E+10
 1.720353949809098E+00 -4.013256121328751E+10
 1.738281307480216E+00 -4.071741984243843E+10
 1.756395481447542E+00 -4.130874786232443E+10
 1.774698418474738E+00 -4.190653793202791E+10
 1.793192085612187E+00 -4.251077855874606E+10
 1.811878470408384E+00 -4.312145421758112E+10
 1.830759581123543E+00 -4.373854488362544E+10
 1.849837446945441E+00 -4.436202601977516E+10
 1.869114118207480E+00 -4.499186825812132E+10
 1.888591666609050E+00 -4.562803717420653E+10
 1.908272185438186E+00 -4.627049316595787E+10
 1.928157789796516E+00 -4.691919099902576E+10
 1.948250616826600E+00 -4.757407985798155E+10
 1.968552825941593E+00 -4.823510272603941E+10
 1.989066599057328E+00 -4.890219650339271E+10
 2.009794140826819E+00 -4.957529135596114E+10
 2.030737678877184E+00 -5.025431074812019E+10
 2.051899464049058E+00 -5.093917090666823E+10
 2.073281770638504E+00 -5.162978063852459E+10
 2.094886896641425E+00 -5.232604100595575E+10
 2.116717164000531E+00 -5.302784486739630E+10
 2.138774918854899E+00 -5.373507678132713E+10
 2.161062531792101E+00 -5.444761229500562E+10
 2.183582398102976E+00 -5.516531800053673E+10
 2.206336938039072E+00 -5.588805069164972E+10
 2.229328597072733E+00 -5.661565741103222E+10
 2.252559846159941E+00 -5.734797465270062E+10
 2.276033182005852E+00 -5.808482822176974E+10
 2.299751127333136E+00 -5.882603263403738E+10
 2.323716231153100E+00 -5.957139066883125E+10
 2.347931069039622E+00 -6.032069303758716E+10
 2.372398243405963E+00 -6.107371760286064E+10
 2.397120383784454E+00 -6.183022928469772E+10
 2.422100147109090E+00 -6.258997902939429E+10
 2.447340218001076E+00 -6.335270380926522E+10
 2.472843309057360E+00 -6.411812552743398E+10
 2.498612161142141E+00 -6.488595089564886E+10
 2.524649543681457E+00 -6.565587048233949E+10
 2.550958254960800E+00 -6.642755828170016E+10
 2.577541122425862E+00 -6.720067104426089E+10
 2.604401002986413E+00 -6.797484744421509E+10
 2.631540783323325E+00 -6.874970772177748E+10
 2.658963380198813E+00 -6.952485247704625E+10
 2.686671740769916E+00 -7.029986252153796E+10
 2.714668842905215E+00 -7.107429746164142E+10
 2.742957695504878E+00 -7.184769553523633E+10
 2.771541338824046E+00 -7.261957223337810E+10
 2.800422844799548E+00 -7.338941986694873E+10
 2.829605317380065E+00 -7.415670644344124E+10
 2.859091892859722E+00 -7.492087478905080E+10
 2.888885740215131E+00 -7.568134178678595E+10
 2.918990061445991E+00 -7.643749700845932E+10
 2.949408091919191E+00 -7.718870227609334E+10
 2.980143100716532E+00 -7.793428991336748E+10
 3.011198390986066E+00 -7.867356243201079E+10
 3.042577300297080E+00 -7.940579065968027E+10
 3.074283200998793E+00 -8.013021324787987E+10
 3.106319500582803E+00 -8.084603496935541E+10
 3.138689642049272E+00 -8.155242577804932E+10
 3.171397104276967E+00 -8.224851947727472E+10
 3.204445402397149E+00 -8.293341219210339E+10
 3.237838088171326E+00 -8.360616145586589E+10
 3.271578750372997E+00 -8.426578412511664E+10
 3.305671015173318E+00 -8.491125574685443E+10
 3.340118546530822E+00 -8.554150813640723E+10
 3.374925046585209E+00 -8.615542871335619E+10
 3.410094256055193E+00 -8.675185808966220E+10
 3.445629954640538E+00 -8.732958901055092E+10
 3.481535961428279E+00 -8.788736426230154E+10
 3.517816135303145E+00 -8.842387496280881E+10
 3.554474375362293E+00 -8.893775894523724E+10
 3.591514621334361E+00 -8.942759832299426E+10
 3.628940854002848E+00 -8.989191830350995E+10
 3.666757095633976E+00 -9.032918416977777E+10
 3.704967410408932E+00 -9.073780025187497E+10
 3.743575904860670E+00 -9.111610667838483E+10
 3.782586728315267E+00 -9.146237807802115E+10
 3.822004073337819E+00 -9.177482051434627E+10
 3.861832176183047E+00 -9.205156952870123E+10
 3.902075317250588E+00 -9.229068754802704E+10
 3.942737821544986E+00 -9.249016105989737E+10
 3.983824059140523E+00 -9.264789856859573E+10
 4.025338445650895E+00 -9.276172693037527E+10
 4.067285442703739E+00 -9.282938967311609E+10
 4.109669558420140E+00 -9.284854278805661E+10
 4.152495347899150E+00 -9.281675297839285E+10
 4.195767413707292E+00 -9.273149339111678E+10
 4.239490406373251E+00 -9.259014127587108E+10
 4.283669024887635E+00 -9.238997409688849E+10
 4.328308017208005E+00 -9.212816622895523E+10
 4.373412180769154E+00 -9.180178567783369E+10
 4.418986362998676E+00 -9.140778969006949E+10
 4.465035461837932E+00 -9.094302202710107E+10
 4.511564426268467E+00 -9.040420767339117E+10
 4.558578256843847E+00 -8.978795029224937E+10
 4.606082006227098E+00 -8.909072650946417E+10
 4.654080779733737E+00 -8.830888293546616E+10
 4.702579735880415E+00 -8.743863062072339E+10
 4.751584086939358E+00 -8.647604113660928E+10
 4.801099099498495E+00 -8.541704159834436E+10
 4.851130095027489E+00 -8.425740928728134E+10
 4.901682450449662E+00 -8.299276730850803E+10
 4.952761598719824E+00 -8.161857847575085E+10
 5.004373029408186E+00 -8.013014191217502E+10
 5.056522289290349E+00 -7.852258444169891E+10
 5.109214982943392E+00 -7.679085440420366E+10
 5.162456773348223E+00 -7.492971682315904E+10
 5.216253382498201E+00 -7.293375788366168E+10
 5.270610592014072E+00 -7.079737373419189E+10
 5.325534243765327E+00 -6.851472802706444E+10
 5.381030240498075E+00 -6.607973828400358E+10
 5.437104546469360E+00 -6.348619378912613E+10
 5.493763188088220E+00 -6.072784361762296E+10
 5.551012254563298E+00 -5.779799711937164E+10
 5.608857898557287E+00 -5.468898052417697E+10
 5.667306336848182E+00 -5.139315706744949E+10
 5.726363850997375E+00 -4.790539428193954E+10
 5.786036788024775E+00 -4.422092609763008E+10
 5.846331561090907E+00 -4.032576131047364E+10
 5.900000000000000E+00 -3.670055783878264E+10
 5.907254650186180E+00 -3.619852650375752E+10
 5.910000000000000E+00 -3.600778518963268E+10
 5.920000000000000E+00 -3.530962574453262E+10
 5.968812602827270E+00 -3.183855413921799E+10
 6.031012034760821E+00 -2.730494282484238E+10
 6.093859630674425E+00 -2.256802979531341E+10
 6.157362144915061E+00 -1.740411693492875E+10
 6.221526402214986E+00 -1.170965683239892E+10
 6.286359298425207E+00 -6.030456792267691E+09
 6.351867801256575E+00 -1.072232526869806E+09
 6.418058951028645E+00 3.716513334530869E+09
 6.484939861426290E+00 9.911013484952824E+09
 6.552517720264222E+00 1.785115559563494E+10
 6.620799790259499E+00 2.616295897396131E+10
 6.689793409812042E+00 3.387306410711681E+10
 6.759505993793322E+00 4.141390468436167E+10
 6.829945034343232E+00 4.947905767183492E+10
 6.901118101675296E+00 5.813701504719386E+10
 6.973032844890258E+00 6.717695225785928E+10
 7.045696992798117E+00 7.655552518711993E+10
 7.119118354748796E+00 8.635027636627048E+10
 7.193304821471393E+00 9.660998416978299E+10
 7.268264365922238E+00 1.073435190082141E+11
 7.344005044141734E+00 1.185473553480355E+11
 7.420534996120180E+00 1.302087618327573E+11
 7.497862446672584E+00 1.423604487586343E+11
 7.575995706322592E+00 1.551416355258270E+11
 7.654943172195629E+00 1.686035537073428E+11
 7.734713328921376E+00 1.823675621600261E+11
 7.815314749545622E+00 1.960983624065355E+11
 7.896756096451598E+00 2.109609095103535E+11
 7.979046122290976E+00 2.290072484379304E+11
 8.062193670924518E+00 2.486704043222859E+11
 8.146207678372539E+00 2.672164235782031E+11
 8.231097173775272E+00 2.856710198987944E+11
 8.316871280363262E+00 3.051251851434874E+11
 8.403539216437855E+00 3.254236687658015E+11
 8.491110296361882E+00 3.466340699037288E+11
 8.579593931560721E+00 3.687752723667416E+11
 8.668999631533747E+00 3.918819040854174E+11
 8.759337004876336E+00 4.159836699721893E+11
 8.850615760312508E+00 4.411091824114858E+11
 8.942845707738364E+00 4.672833562388199E+11
 9.036036759276355E+00 4.945284456696229E+11
 9.130198930340573E+00 5.228635605141133E+11
 9.225342340713091E+00 5.523029437350850E+11
 9.321477215631607E+00 5.828551059126217E+11
 9.418613886888330E+00 6.145205469402855E+11
 9.516762793940361E+00 6.472972329177542E+11
 9.615934485031657E+00 6.811564993172212E+11
 9.716139618326656E+00 7.161345494605061E+11
 9.817388963055743E+00 7.519022633344751E+11
 9.919693400672616E+00 7.889792775450830E+11
 1.002306392602376E+01 8.289390773529185E+11
 1.012751164853009E+01 8.700747627273911E+11
 1.023304779338083E+01 9.097975398947114E+11
 1.033968370274003E+01 9.492733766872196E+11
 1.044743083696542E+01 9.897776447969958E+11
 1.055630077584011E+01 1.031170539778608E+12
 1.066630521981711E+01 1.073529559469580E+12
 1.077745599127678E+01 1.117023991729022E+12
 1.088976503579742E+01 1.161775753221867E+12
 1.100324442343904E+01 1.207892459127458E+12
 1.111790635004060E+01 1.255487691378080E+12
 1.123376313853072E+01 1.304680832216738E+12
 1.135082724025201E+01 1.355586285349246E+12
 1.146911123629924E+01 1.408315951114187E+12
 1.158862783887151E+01 1.462984566504918E+12
 1.170938989263840E+01 1.519692673020189E+12
 1.183141037612042E+01 1.578524486455350E+12
 1.195470240308384E+01 1.639634269276125E+12
 1.207927922395006E+01 1.703204410272315E+12
 1.220515422721965E+01 1.769313465328608E+12
 1.233234094091121E+01 1.837991585177563E+12
 1.246085303401532E+01 1.909307333275791E+12
 1.259070431796350E+01 1.983346808596996E+12
 1.272190874811258E+01 2.060192449973303E+12
 1.285448042524452E+01 2.139918953581322E+12
 1.298843359708181E+01 2.222577724377120E+12
 1.312378265981875E+01 2.308230330186750E+12
 1.326054215966859E+01 2.396973145740547E+12
 1.339872679442686E+01 2.488870653146209E+12
 1.353835141505097E+01 2.583952096164365E+12
 1.367943102725626E+01 2.682261775911931E+12
 1.382198079312870E+01 2.783846169138326E+12
 1.396601603275438E+01 2.888742675493934E+12
 1.411155222586600E+01 2.996990848716606E+12
 1.425860501350650E+01 3.108606886766289E+12
 1.440719019971001E+01 3.223599541244342E+12
 1.455732375320038E+01 3.342037161623414E+12
 1.470902180910734E+01 3.463974143734706E+12
 1.486230067070056E+01 3.589407757602824E+12
 1.501717681114184E+01 3.718358215691543E+12
 1.517366687525547E+01 3.850865024210206E+12
 1.533178768131709E+01 3.986962524280825E+12
 1.549155622286118E+01 4.126669757541015E+12
 1.565298967050739E+01 4.270029099963960E+12
 1.581610537380592E+01 4.417148071464014E+12
 1.598092086310204E+01 4.568115474332926E+12
 1.614745385142021E+01 4.722991138104424E+12
 1.631572223636762E+01 4.881877534936891E+12
 1.648574410205779E+01 5.044917145975426E+12
 1.665753772105399E+01 5.212261770979266E+12
 1.683112155633312E+01 5.384068939226385E+12
 1.700651426326993E+01 5.560579717299914E+12
 1.718373469164193E+01 5.742114424036316E+12
 1.736280188765519E+01 5.928984678423056E+12
 1.754373509599136E+01 6.121533475877367E+12
 1.772655376187584E+01 6.320203178620006E+12
 1.791127753316762E+01 6.525482876946790E+12
 1.809792626247091E+01 6.737908925318621E+12
 1.828652000926867E+01 6.958199926185939E+12
 1.847707904207853E+01 7.187182324434821E+12
 1.866962384063095E+01 7.425693928516644E+12
 1.886417509807036E+01 7.674731561748207E+12
 1.906075372317902E+01 7.935410180768781E+12
 1.925938084262409E+01 8.209039001365959E+12
 1.946007780322822E+01 8.496810055681969E+12
 1.966286617426370E+01 8.802545466983859E+12
 1.986776774977059E+01 9.123062924520883E+12
 2.007480455089884E+01 9.442885608232902E+12
 2.028399882827512E+01 9.761946894482086E+12
 2.049537306439403E+01 1.009160364551936E+13
 2.070894997603431E+01 1.043107901447846E+13
 2.092475251670035E+01 1.077859602166744E+13
 2.114280387908897E+01 1.113547079080060E+13
 2.136312749758201E+01 1.150175846796095E+13
 2.158574705076487E+01 1.187784058122161E+13
 2.181068646397124E+01 1.226400214112421E+13
 2.203796991185452E+01 1.266068041090916E+13
 2.226762182098578E+01 1.306833931792830E+13
 2.249966687247899E+01 1.348732996594261E+13
 2.273413000464357E+01 1.391800435401920E+13
 2.297103641566450E+01 1.436071785440745E+13
 2.321041156631044E+01 1.481592032857666E+13
 2.345228118267007E+01 1.528413207165315E+13
 2.369667125891688E+01 1.576577263836245E+13
 2.394360806010286E+01 1.626124524016211E+13
 2.419311812498118E+01 1.677095459505491E+13
 2.444522826885841E+01 1.729533062038617E+13
 2.469996558647645E+01 1.783494207414249E+13
 2.495735745492434E+01 1.839032654172443E+13
 2.521743153658063E+01 1.896187866674331E+13
 2.548021578208625E+01 1.954999593576288E+13
 2.574573843334848E+01 2.015522105463470E+13
 2.601402802657602E+01 2.077815537299387E+13
 2.628511339534602E+01 2.141930435155941E+13
 2.655902367370271E+01 2.207909004105137E+13
 2.683578829928864E+01 2.275792560526046E+13
 2.711543701650822E+01 2.345640033046163E+13
 2.739799987972457E+01 2.417515721566521E+13
 2.768350725648945E+01 2.491463051415050E+13
 2.797198983080687E+01 2.567519445448367E+13
 2.826347860643086E+01 2.645737991145252E+13
 2.855800491019742E+01 2.726181364567982E+13
 2.885560039539132E+01 2.808898108547462E+13
 2.915629704514786E+01 2.893917058894636E+13
 2.946012717589027E+01 2.981325527964851E+13
 2.976712344080276E+01 3.071040915987941E+13
 3.007731883333975E+01 3.162825769648338E+13
 3.039074669077185E+01 3.257042892197622E+13
 3.070744069776865E+01 3.354223348872237E+13
 3.102743489001883E+01 3.454295254894691E+13
 3.135076365788803E+01 3.557174334704840E+13
 3.167746175011494E+01 3.662980029383903E+13
 3.200756427754569E+01 3.771801043860250E+13
 3.234110671690740E+01 3.883745299329983E+13
 3.267812491462080E+01 3.998899104547323E+13
 3.301865509065283E+01 4.117336747207389E+13
 3.336273384240918E+01 4.239174243801612E+13
 3.371039814866754E+01 4.364519390551306E+13
 3.406168537355170E+01 4.493447392025325E+13
 3.441663327054726E+01 4.626048880162839E+13
 3.477527998655899E+01 4.762450144720641E+13
 3.513766406601047E+01 4.902766117500800E+13
 3.550382445498675E+01 5.047075999145703E+13
 3.587380050541973E+01 5.195481613130491E+13
 3.624763197931750E+01 5.348118392357100E+13
 3.662535905303765E+01 5.505089001397310E+13
 3.700702232160501E+01 5.666492642472894E+13
 3.739266280307461E+01 5.832471502517423E+13
 3.778232194293975E+01 6.003139344326089E+13
 3.817604161858648E+01 6.178583839082131E+13
 3.857386414379408E+01 6.358944631615145E+13
 3.897583227328258E+01 6.544356730810940E+13
 3.938198920730779E+01 6.734921327069158E+13
 3.979237859630408E+01 6.930786233958712E+13
 4.020704454557556E+01 7.132089054954000E+13
 4.062603162003607E+01 7.338924624618756E+13
 4.104938484899884E+01 7.551440131336966E+13
 4.147714973101572E+01 7.769784416403438E+13
 4.190937223876710E+01 7.994075042868997E+13
 4.234609882400252E+01 8.224474263262744E+13
 4.278737642253312E+01 8.461122251081262E+13
 4.323325245927584E+01 8.704133241612336E+13
 4.368377485335014E+01 8.953674541607997E+13
 4.413899202322817E+01 9.209893971744845E+13
 4.459895289193826E+01 9.472944705879309E+13
 4.506370689232283E+01 9.742999542184394E+13
 4.553330397235089E+01 1.002018634464585E+14
 4.600779460048624E+01 1.030466912739215E+14
 4.648722977111134E+01 1.059662445623350E+14
 4.697166101000764E+01 1.089621785235354E+14
 4.746114037989332E+01 1.120363672735168E+14
 4.795572048601852E+01 1.151903740028442E+14
 4.845545448181890E+01 1.184259455422270E+14
 4.896039607462805E+01 1.217450330439092E+14
 4.947059953144975E+01 1.251496048841035E+14
 4.998611968478991E+01 1.286417385100026E+14
 5.050701193854967E+01 1.322231625002562E+14
 5.103333227397965E+01 1.358960808481662E+14
 5.156513725569643E+01 1.396628482201459E+14
 5.210248403776172E+01 1.435253596767090E+14
 5.264543036982456E+01 1.474859903563253E+14
 5.319403460332808E+01 1.515473292248604E+14
 5.374835569778048E+01 1.557118939642705E+14
 5.430845322709155E+01 1.599822177631039E+14
 5.487438738597513E+01 1.643609045638817E+14
 5.544621899641845E+01 1.688508388611101E+14
 5.602400951421874E+01 1.734552021720588E+14
 5.660782103558790E+01 1.781771752769277E+14
 5.719771630382630E+01 1.830197302438782E+14
 5.779375871606572E+01 1.879864499592829E+14
 5.839601233008289E+01 1.930809073311064E+14
 5.900454187118377E+01 1.983095738534958E+14
 5.961941273915983E+01 2.036696224031911E+14
 6.024069101531661E+01 2.091472755958788E+14
 6.086844346957569E+01 2.147564070875678E+14
 6.150273756765032E+01 2.205228529439789E+14
 6.214364147829647E+01 2.264486769915117E+14
 6.279122408063873E+01 2.325333393677661E+14
 6.344555497157303E+01 2.387812683869065E+14
 6.410670447324632E+01 2.451951642260861E+14
 6.477474364061422E+01 2.517783385169668E+14
 6.544974426907744E+01 2.585340946101302E+14
 6.613177890219764E+01 2.654659079268145E+14
 6.682092083949406E+01 2.725771985462052E+14
 6.751724414432098E+01 2.798713617806031E+14
 6.822082365182743E+01 2.873520737631094E+14
 6.893173497699995E+01 2.950233072642539E+14
 6.965005452278906E+01 3.028889197191586E+14
 7.037585948832044E+01 3.109528260442188E+14
 7.110922787719150E+01 3.192193297270080E+14
 7.185023850585482E+01 3.276924993928899E+14
 7.259897101208854E+01 3.363768044992801E+14
 7.335550586355515E+01 3.452768656222192E+14
 7.411992436644967E+01 3.543970631603286E+14
 7.489230867423761E+01 3.637424679752426E+14
 7.567274179648425E+01 3.733179326566218E+14
 7.646130760777577E+01 3.831283504025740E+14
 7.725809085673338E+01 3.931793403907677E+14
 7.806317717512158E+01 4.034760519699467E+14
